model,log,alg,time
g-45-20-20-10-5--20-20-20--10--25--9--add-30,log,A*-sync,80
g-45-20-20-10-5--20-20-20--10--75--27--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--18--all-70,log,A*-sync,536
g-45-20-20-10-5--20-20-20--10--25--13--all-10,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--75--5--rem-70,log,A*-sync,51
g-45-20-20-10-5--20-20-20--10--75--13--add-10,log,A*-sync,121
g-45-20-20-10-5--20-20-20--10--75--17--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--18--rem-30,log,A*-sync,753
g-45-20-20-10-5--20-20-20--10--50--7--rem-30,log,A*-sync,59
g-45-20-20-10-5--20-20-20--10--50--23--add-10,log,A*-sync,5201
g-45-20-20-10-5--20-20-20--10--75--6--rem-70,log,A*-sync,683
g-45-20-20-10-5--20-20-20--10--25--29--all-30,log,A*-sync,80
g-45-20-20-10-5--20-20-20--10--75--2--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--29--rem-10,log,A*-sync,165
g-45-20-20-10-5--20-20-20--10--75--21--add-70,log,A*-sync,125
g-45-20-20-10-5--20-20-20--10--50--5--rem-50,log,A*-sync,7367
g-45-20-20-10-5--20-20-20--10--50--14--all-30,log,A*-sync,18408
g-45-20-20-10-5--20-20-20--10--50--10--rem-70,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--50--11--all-30,log,A*-sync,40
g-45-20-20-10-5--20-20-20--10--50--2--rem-50,log,A*-sync,2292
g-45-20-20-10-5--20-20-20--10--50--20--all-30,log,A*-sync,7395
g-45-20-20-10-5--20-20-20--10--25--22--rem-50,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--75--17--rem-10,log,A*-sync,717
g-45-20-20-10-5--20-20-20--10--25--24--all-50,log,A*-sync,71
g-45-20-20-10-5--20-20-20--10--75--17--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--9--rem-70,log,A*-sync,46
g-45-20-20-10-5--20-20-20--10--50--16--rem-30,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--25--12--rem-30,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--50--27--add-30,log,A*-sync,765
g-45-20-20-10-5--20-20-20--10--50--26--rem-50,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--25--23--all-10,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--50--23--all-10,log,A*-sync,24092
g-45-20-20-10-5--20-20-20--10--25--12--add-50,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--50--24--rem-70,log,A*-sync,20
g-45-20-20-10-5--20-20-20--10--75--26--rem-30,log,A*-sync,273
g-45-20-20-10-5--20-20-20--10--75--29--rem-70,log,A*-sync,236
g-45-20-20-10-5--20-20-20--10--50--16--add-30,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--50--22--rem-10,log,A*-sync,81
g-45-20-20-10-5--20-20-20--10--25--20--all-10,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--50--4--rem-10,log,A*-sync,7640
g-45-20-20-10-5--20-20-20--10--50--1--add-70,log,A*-sync,53
g-45-20-20-10-5--20-20-20--10--25--27--rem-10,log,A*-sync,52
g-45-20-20-10-5--20-20-20--10--75--28--add-10,log,A*-sync,49
g-45-20-20-10-5--20-20-20--10--75--10--rem-70,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--25--2--add-30,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--75--18--rem-10,log,A*-sync,107
g-45-20-20-10-5--20-20-20--10--75--9--add-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--22--add-10,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--50--5--all-30,log,A*-sync,34279
g-45-20-20-10-5--20-20-20--10--25--1--rem-30,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--50--15--rem-30,log,A*-sync,8091
g-45-20-20-10-5--20-20-20--10--75--10--all-50,log,A*-sync,29
g-45-20-20-10-5--20-20-20--10--50--12--add-70,log,A*-sync,38
g-45-20-20-10-5--20-20-20--10--75--19--rem-70,log,A*-sync,1387
g-45-20-20-10-5--20-20-20--10--25--1--add-50,log,A*-sync,51
g-45-20-20-10-5--20-20-20--10--25--25--add-70,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--25--29--all-10,log,A*-sync,52
g-45-20-20-10-5--20-20-20--10--25--22--rem-30,log,A*-sync,8
g-45-20-20-10-5--20-20-20--10--25--2--all-30,log,A*-sync,110
g-45-20-20-10-5--20-20-20--10--25--9--all-70,log,A*-sync,169
g-45-20-20-10-5--20-20-20--10--50--7--all-30,log,A*-sync,2438
g-45-20-20-10-5--20-20-20--10--50--26--add-70,log,A*-sync,15
g-45-20-20-10-5--20-20-20--10--25--26--all-10,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--25--17--add-70,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--75--15--add-70,log,A*-sync,8473
g-45-20-20-10-5--20-20-20--10--50--10--all-50,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--50--27--all-30,log,A*-sync,1298
g-45-20-20-10-5--20-20-20--10--50--14--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--9--add-10,log,A*-sync,55
g-45-20-20-10-5--20-20-20--10--25--24--add-50,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--75--16--rem-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--5--rem-30,log,A*-sync,65
g-45-20-20-10-5--20-20-20--10--50--29--all-10,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--50--28--add-30,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--25--30--all-70,log,A*-sync,161
g-45-20-20-10-5--20-20-20--10--50--17--rem-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--25--7--all-30,log,A*-sync,6
g-45-20-20-10-5--20-20-20--10--75--10--all-70,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--50--26--rem-30,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--25--16--all-10,log,A*-sync,46
g-45-20-20-10-5--20-20-20--10--50--18--add-30,log,A*-sync,838
g-45-20-20-10-5--20-20-20--10--50--16--rem-10,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--50--17--all-70,log,A*-sync,1002
g-45-20-20-10-5--20-20-20--10--50--19--rem-50,log,A*-sync,2034
g-45-20-20-10-5--20-20-20--10--25--16--all-30,log,A*-sync,119
g-45-20-20-10-5--20-20-20--10--25--1--add-70,log,A*-sync,59
g-45-20-20-10-5--20-20-20--10--25--11--add-10,log,A*-sync,209
g-45-20-20-10-5--20-20-20--10--50--3--rem-30,log,A*-sync,158
g-45-20-20-10-5--20-20-20--10--75--6--all-50,log,A*-sync,14603
g-45-20-20-10-5--20-20-20--10--75--30--rem-10,log,A*-sync,3834
g-45-20-20-10-5--20-20-20--10--25--30--rem-50,log,A*-sync,48
g-45-20-20-10-5--20-20-20--10--75--5--add-30,log,A*-sync,75
g-45-20-20-10-5--20-20-20--10--75--27--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--16--rem-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--10--rem-30,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--75--21--rem-70,log,A*-sync,102
g-45-20-20-10-5--20-20-20--10--75--21--rem-30,log,A*-sync,94
g-45-20-20-10-5--20-20-20--10--75--28--add-70,log,A*-sync,61
g-45-20-20-10-5--20-20-20--10--50--14--add-50,log,A*-sync,16283
g-45-20-20-10-5--20-20-20--10--75--12--rem-10,log,A*-sync,5752
g-45-20-20-10-5--20-20-20--10--75--11--all-10,log,A*-sync,1254
g-45-20-20-10-5--20-20-20--10--50--25--add-70,log,A*-sync,40210
g-45-20-20-10-5--20-20-20--10--50--9--rem-30,log,A*-sync,63
g-45-20-20-10-5--20-20-20--10--75--11--rem-30,log,A*-sync,1172
g-45-20-20-10-5--20-20-20--10--75--13--rem-50,log,A*-sync,123
g-45-20-20-10-5--20-20-20--10--50--11--add-10,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--50--27--add-50,log,A*-sync,3884
g-45-20-20-10-5--20-20-20--10--75--15--all-30,log,A*-sync,25358
g-45-20-20-10-5--20-20-20--10--25--17--rem-50,log,A*-sync,8
g-45-20-20-10-5--20-20-20--10--25--12--all-50,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--25--10--rem-50,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--75--1--all-50,log,A*-sync,39
g-45-20-20-10-5--20-20-20--10--75--28--rem-70,log,A*-sync,51
g-45-20-20-10-5--20-20-20--10--75--3--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--1--rem-70,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--25--7--all-50,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--25--6--all-70,log,A*-sync,39
g-45-20-20-10-5--20-20-20--10--75--18--add-30,log,A*-sync,95
g-45-20-20-10-5--20-20-20--10--50--25--all-30,log,A*-sync,22509
g-45-20-20-10-5--20-20-20--10--50--14--rem-10,log,A*-sync,745
g-45-20-20-10-5--20-20-20--10--50--11--all-70,log,A*-sync,25442
g-45-20-20-10-5--20-20-20--10--25--1--rem-70,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--75--5--all-10,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--25--25--rem-50,log,A*-sync,32
g-45-20-20-10-5--20-20-20--10--75--4--all-50,log,A*-sync,157
g-45-20-20-10-5--20-20-20--10--75--27--rem-10,log,A*-sync,445
g-45-20-20-10-5--20-20-20--10--50--4--add-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--16--rem-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--14--rem-50,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--25--3--add-50,log,A*-sync,167
g-45-20-20-10-5--20-20-20--10--25--9--rem-50,log,A*-sync,82
g-45-20-20-10-5--20-20-20--10--75--25--all-70,log,A*-sync,57
g-45-20-20-10-5--20-20-20--10--75--23--all-10,log,A*-sync,14990
g-45-20-20-10-5--20-20-20--10--50--27--add-70,log,A*-sync,4829
g-45-20-20-10-5--20-20-20--10--50--28--all-70,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--50--22--add-30,log,A*-sync,76
g-45-20-20-10-5--20-20-20--10--50--22--rem-30,log,A*-sync,85
g-45-20-20-10-5--20-20-20--10--75--29--add-10,log,A*-sync,7990
g-45-20-20-10-5--20-20-20--10--50--17--all-10,log,A*-sync,69
g-45-20-20-10-5--20-20-20--10--25--12--add-70,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--25--10--add-10,log,A*-sync,47
g-45-20-20-10-5--20-20-20--10--50--2--rem-30,log,A*-sync,1913
g-45-20-20-10-5--20-20-20--10--25--24--add-70,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--75--24--add-30,log,A*-sync,325
g-45-20-20-10-5--20-20-20--10--75--14--add-30,log,A*-sync,20
g-45-20-20-10-5--20-20-20--10--50--12--all-50,log,A*-sync,27
g-45-20-20-10-5--20-20-20--10--25--11--all-30,log,A*-sync,619
g-45-20-20-10-5--20-20-20--10--75--26--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--20--add-10,log,A*-sync,176
g-45-20-20-10-5--20-20-20--10--75--5--all-50,log,A*-sync,7081
g-45-20-20-10-5--20-20-20--10--50--6--add-70,log,A*-sync,24569
g-45-20-20-10-5--20-20-20--10--50--15--add-30,log,A*-sync,12049
g-45-20-20-10-5--20-20-20--10--75--6--rem-30,log,A*-sync,302
g-45-20-20-10-5--20-20-20--10--25--27--all-50,log,A*-sync,846
g-45-20-20-10-5--20-20-20--10--75--22--rem-10,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--25--29--rem-30,log,A*-sync,53
g-45-20-20-10-5--20-20-20--10--50--22--all-10,log,A*-sync,68
g-45-20-20-10-5--20-20-20--10--75--22--add-50,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--50--24--all-30,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--50--2--all-70,log,A*-sync,51967
g-45-20-20-10-5--20-20-20--10--75--24--add-70,log,A*-sync,344
g-45-20-20-10-5--20-20-20--10--25--13--all-30,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--50--1--all-50,log,A*-sync,346
g-45-20-20-10-5--20-20-20--10--50--10--all-70,log,A*-sync,32
g-45-20-20-10-5--20-20-20--10--25--1--all-10,log,A*-sync,58
g-45-20-20-10-5--20-20-20--10--75--8--add-10,log,A*-sync,12025
g-45-20-20-10-5--20-20-20--10--50--26--all-70,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--75--23--rem-30,log,A*-sync,1897
g-45-20-20-10-5--20-20-20--10--75--21--all-30,log,A*-sync,95
g-45-20-20-10-5--20-20-20--10--50--4--add-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--18--rem-10,log,A*-sync,98
g-45-20-20-10-5--20-20-20--10--75--20--rem-10,log,A*-sync,206
g-45-20-20-10-5--20-20-20--10--50--8--add-50,log,A*-sync,1485
g-45-20-20-10-5--20-20-20--10--75--11--rem-70,log,A*-sync,929
g-45-20-20-10-5--20-20-20--10--25--7--all-70,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--75--3--rem-50,log,A*-sync,269
g-45-20-20-10-5--20-20-20--10--75--1--rem-30,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--75--16--add-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--14--rem-30,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--50--19--add-30,log,A*-sync,2082
g-45-20-20-10-5--20-20-20--10--75--17--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--7--rem-10,log,A*-sync,64
g-45-20-20-10-5--20-20-20--10--75--16--all-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--22--add-10,log,A*-sync,80
g-45-20-20-10-5--20-20-20--10--50--23--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--25--all-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--50--17--rem-70,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--50--11--rem-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--50--19--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--3--rem-30,log,A*-sync,140
g-45-20-20-10-5--20-20-20--10--50--26--all-30,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--75--19--all-10,log,A*-sync,2908
g-45-20-20-10-5--20-20-20--10--25--1--add-30,log,A*-sync,45
g-45-20-20-10-5--20-20-20--10--25--24--rem-10,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--75--6--rem-50,log,A*-sync,328
g-45-20-20-10-5--20-20-20--10--75--9--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--24--all-50,log,A*-sync,27340
g-45-20-20-10-5--20-20-20--10--25--25--rem-70,log,A*-sync,40
g-45-20-20-10-5--20-20-20--10--25--3--rem-10,log,A*-sync,154
g-45-20-20-10-5--20-20-20--10--75--12--rem-30,log,A*-sync,1281
g-45-20-20-10-5--20-20-20--10--25--15--all-10,log,A*-sync,198
g-45-20-20-10-5--20-20-20--10--75--19--all-30,log,A*-sync,56025
g-45-20-20-10-5--20-20-20--10--50--3--add-50,log,A*-sync,6334
g-45-20-20-10-5--20-20-20--10--75--22--all-10,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--50--12--rem-70,log,A*-sync,35
g-45-20-20-10-5--20-20-20--10--50--30--rem-50,log,A*-sync,818
g-45-20-20-10-5--20-20-20--10--50--30--all-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--4--rem-10,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--25--6--rem-50,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--50--15--all-50,log,A*-sync,32452
g-45-20-20-10-5--20-20-20--10--25--2--rem-70,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--25--4--add-10,log,A*-sync,100
g-45-20-20-10-5--20-20-20--10--75--8--rem-50,log,A*-sync,9499
g-45-20-20-10-5--20-20-20--10--75--25--all-10,log,A*-sync,79
g-45-20-20-10-5--20-20-20--10--75--12--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--17--rem-50,log,A*-sync,27572
g-45-20-20-10-5--20-20-20--10--25--15--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--7--all-10,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--50--13--rem-10,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--25--13--rem-50,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--75--16--add-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--6--add-50,log,A*-sync,14217
g-45-20-20-10-5--20-20-20--10--50--20--rem-30,log,A*-sync,72
g-45-20-20-10-5--20-20-20--10--75--2--add-30,log,A*-sync,58212
g-45-20-20-10-5--20-20-20--10--75--18--all-70,log,A*-sync,120
g-45-20-20-10-5--20-20-20--10--50--8--rem-10,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--21--rem-10,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--75--6--all-30,log,A*-sync,3385
g-45-20-20-10-5--20-20-20--10--25--11--all-70,log,A*-sync,1377
g-45-20-20-10-5--20-20-20--10--25--12--all-10,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--75--25--rem-70,log,A*-sync,76
g-45-20-20-10-5--20-20-20--10--50--9--add-30,log,A*-sync,61
g-45-20-20-10-5--20-20-20--10--50--29--all-70,log,A*-sync,128
g-45-20-20-10-5--20-20-20--10--50--21--all-10,log,A*-sync,99
g-45-20-20-10-5--20-20-20--10--25--22--all-70,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--50--12--all-10,log,A*-sync,59
g-45-20-20-10-5--20-20-20--10--50--20--add-30,log,A*-sync,16716
g-45-20-20-10-5--20-20-20--10--50--27--rem-70,log,A*-sync,1009
g-45-20-20-10-5--20-20-20--10--75--13--all-50,log,A*-sync,108
g-45-20-20-10-5--20-20-20--10--75--4--rem-30,log,A*-sync,157
g-45-20-20-10-5--20-20-20--10--75--2--all-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--18--rem-10,log,A*-sync,110
g-45-20-20-10-5--20-20-20--10--25--23--rem-50,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--75--1--all-10,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--25--8--rem-30,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--25--11--rem-70,log,A*-sync,45
g-45-20-20-10-5--20-20-20--10--25--11--add-70,log,A*-sync,1268
g-45-20-20-10-5--20-20-20--10--50--29--add-50,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--50--24--rem-10,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--22--add-50,log,A*-sync,24
g-45-20-20-10-5--20-20-20--10--25--4--all-50,log,A*-sync,811
g-45-20-20-10-5--20-20-20--10--50--26--add-50,log,A*-sync,15
g-45-20-20-10-5--20-20-20--10--25--24--add-10,log,A*-sync,27
g-45-20-20-10-5--20-20-20--10--25--30--rem-30,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--75--12--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--28--rem-10,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--75--30--rem-70,log,A*-sync,23532
g-45-20-20-10-5--20-20-20--10--50--28--rem-10,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--14--add-10,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--25--23--all-70,log,A*-sync,27
g-45-20-20-10-5--20-20-20--10--25--2--all-50,log,A*-sync,194
g-45-20-20-10-5--20-20-20--10--25--5--rem-30,log,A*-sync,171
g-45-20-20-10-5--20-20-20--10--75--27--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--4--rem-70,log,A*-sync,2033
g-45-20-20-10-5--20-20-20--10--50--1--rem-50,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--50--10--rem-10,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--26--rem-10,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--50--8--rem-30,log,A*-sync,56
g-45-20-20-10-5--20-20-20--10--75--14--all-50,log,A*-sync,25
g-45-20-20-10-5--20-20-20--10--75--19--rem-50,log,A*-sync,1649
g-45-20-20-10-5--20-20-20--10--50--14--rem-70,log,A*-sync,7130
g-45-20-20-10-5--20-20-20--10--25--17--add-10,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--25--14--rem-10,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--25--8--rem-10,log,A*-sync,32
g-45-20-20-10-5--20-20-20--10--25--20--add-70,log,A*-sync,52
g-45-20-20-10-5--20-20-20--10--75--7--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--30--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--29--rem-10,log,A*-sync,48
g-45-20-20-10-5--20-20-20--10--50--16--add-10,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--25--21--add-50,log,A*-sync,233
g-45-20-20-10-5--20-20-20--10--25--19--all-50,log,A*-sync,95
g-45-20-20-10-5--20-20-20--10--50--13--rem-50,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--25--7--rem-10,log,A*-sync,6
g-45-20-20-10-5--20-20-20--10--75--30--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--20--rem-30,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--5--all-30,log,A*-sync,701
g-45-20-20-10-5--20-20-20--10--75--29--add-50,log,A*-sync,16978
g-45-20-20-10-5--20-20-20--10--50--14--add-30,log,A*-sync,5937
g-45-20-20-10-5--20-20-20--10--75--23--rem-10,log,A*-sync,1040
g-45-20-20-10-5--20-20-20--10--25--17--all-50,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--50--16--rem-50,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--50--5--all-70,log,A*-sync,27610
g-45-20-20-10-5--20-20-20--10--50--6--all-30,log,A*-sync,7853
g-45-20-20-10-5--20-20-20--10--25--18--add-30,log,A*-sync,119
g-45-20-20-10-5--20-20-20--10--25--4--all-30,log,A*-sync,524
g-45-20-20-10-5--20-20-20--10--25--5--rem-70,log,A*-sync,111
g-45-20-20-10-5--20-20-20--10--75--14--add-10,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--25--20--rem-50,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--50--7--all-50,log,A*-sync,4197
g-45-20-20-10-5--20-20-20--10--50--25--rem-30,log,A*-sync,202
g-45-20-20-10-5--20-20-20--10--25--30--rem-10,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--50--8--all-70,log,A*-sync,4918
g-45-20-20-10-5--20-20-20--10--75--24--rem-10,log,A*-sync,180
g-45-20-20-10-5--20-20-20--10--50--4--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--4--all-10,log,A*-sync,151
g-45-20-20-10-5--20-20-20--10--75--23--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--12--add-50,log,A*-sync,38
g-45-20-20-10-5--20-20-20--10--75--25--add-70,log,A*-sync,73
g-45-20-20-10-5--20-20-20--10--25--25--add-30,log,A*-sync,46
g-45-20-20-10-5--20-20-20--10--25--28--all-70,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--50--26--add-30,log,A*-sync,24
g-45-20-20-10-5--20-20-20--10--75--21--add-50,log,A*-sync,108
g-45-20-20-10-5--20-20-20--10--50--1--rem-30,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--75--6--rem-10,log,A*-sync,361
g-45-20-20-10-5--20-20-20--10--25--10--add-30,log,A*-sync,111
g-45-20-20-10-5--20-20-20--10--50--5--all-50,log,A*-st,41784
g-45-20-20-10-5--20-20-20--10--25--5--all-70,log,A*-st,5044
g-45-20-20-10-5--20-20-20--10--25--23--add-10,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--25--29--rem-70,log,A*-st,214
g-45-20-20-10-5--20-20-20--10--50--28--all-10,log,A*-st,31
g-45-20-20-10-5--20-20-20--10--50--27--all-70,log,A*-st,3784
g-45-20-20-10-5--20-20-20--10--25--27--add-30,log,A*-st,94
g-45-20-20-10-5--20-20-20--10--75--23--add-30,log,A*-st,20768
g-45-20-20-10-5--20-20-20--10--75--20--rem-50,log,A*-st,198
g-45-20-20-10-5--20-20-20--10--50--5--all-10,log,A*-st,15918
g-45-20-20-10-5--20-20-20--10--25--10--add-50,log,A*-st,50
g-45-20-20-10-5--20-20-20--10--75--15--rem-50,log,A*-st,31764
g-45-20-20-10-5--20-20-20--10--50--24--add-50,log,A*-st,18
g-45-20-20-10-5--20-20-20--10--75--20--add-30,log,A*-st,205
g-45-20-20-10-5--20-20-20--10--25--10--rem-10,log,A*-st,39
g-45-20-20-10-5--20-20-20--10--75--26--all-50,log,A*-st,6711
g-45-20-20-10-5--20-20-20--10--50--4--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--9--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--16--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--28--all-10,log,A*-st,18
g-45-20-20-10-5--20-20-20--10--50--21--rem-30,log,A*-st,175
g-45-20-20-10-5--20-20-20--10--25--25--add-50,log,A*-st,48
g-45-20-20-10-5--20-20-20--10--75--6--add-70,log,A*-st,4688
g-45-20-20-10-5--20-20-20--10--75--10--add-50,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--50--13--add-70,log,A*-st,1536
g-45-20-20-10-5--20-20-20--10--50--21--add-30,log,A*-st,452
g-45-20-20-10-5--20-20-20--10--25--12--all-30,log,A*-st,54
g-45-20-20-10-5--20-20-20--10--50--3--all-10,log,A*-st,2525
g-45-20-20-10-5--20-20-20--10--25--19--all-30,log,A*-st,72
g-45-20-20-10-5--20-20-20--10--75--18--all-10,log,A*-st,113
g-45-20-20-10-5--20-20-20--10--50--3--rem-10,log,A*-st,1725
g-45-20-20-10-5--20-20-20--10--75--29--all-50,log,A*-st,8486
g-45-20-20-10-5--20-20-20--10--25--21--all-70,log,A*-st,438
g-45-20-20-10-5--20-20-20--10--75--15--all-10,log,A*-st,1669
g-45-20-20-10-5--20-20-20--10--75--16--add-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--22--rem-70,log,A*-st,15623
g-45-20-20-10-5--20-20-20--10--75--2--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--25--rem-10,log,A*-st,60
g-45-20-20-10-5--20-20-20--10--25--13--add-30,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--75--10--all-30,log,A*-st,31
g-45-20-20-10-5--20-20-20--10--50--20--all-70,log,A*-st,16539
g-45-20-20-10-5--20-20-20--10--50--16--all-10,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--50--23--add-70,log,A*-st,14461
g-45-20-20-10-5--20-20-20--10--75--6--add-50,log,A*-st,3153
g-45-20-20-10-5--20-20-20--10--25--24--add-30,log,A*-st,31
g-45-20-20-10-5--20-20-20--10--75--1--add-10,log,A*-st,43
g-45-20-20-10-5--20-20-20--10--25--15--add-50,log,A*-st,48706
