model,log,alg,time
g-45-20-20-10-5--20-20-20--10--75--14--rem-30,log,Sym-sync+,4773
g-45-20-20-10-5--20-20-20--10--75--14--rem-50,log,Sym-sync+,3996
g-45-20-20-10-5--20-20-20--10--75--14--rem-70,log,Sym-sync+,2832
g-45-20-20-10-5--20-20-20--10--75--15--rem-10,log,Sym-sync+,3797
g-45-20-20-10-5--20-20-20--10--75--15--rem-30,log,Sym-sync+,3461
g-45-20-20-10-5--20-20-20--10--75--15--rem-50,log,Sym-sync+,3916
g-45-20-20-10-5--20-20-20--10--75--15--rem-70,log,Sym-sync+,3218
g-45-20-20-10-5--20-20-20--10--75--16--rem-10,log,Sym-sync+,43449
g-45-20-20-10-5--20-20-20--10--75--16--rem-30,log,Sym-sync+,60000
g-45-20-20-10-5--20-20-20--10--75--16--rem-50,log,Sym-sync+,60000
g-45-20-20-10-5--20-20-20--10--75--16--rem-70,log,Sym-sync+,38080
g-45-20-20-10-5--20-20-20--10--75--17--rem-10,log,Sym-sync+,5537
g-45-20-20-10-5--20-20-20--10--75--17--rem-30,log,Sym-sync+,6031
g-45-20-20-10-5--20-20-20--10--75--17--rem-50,log,Sym-sync+,6431
g-45-20-20-10-5--20-20-20--10--75--17--rem-70,log,Sym-sync+,5158
g-45-20-20-10-5--20-20-20--10--75--18--rem-10,log,Sym-sync+,17424
g-45-20-20-10-5--20-20-20--10--75--18--rem-30,log,Sym-sync+,19329
g-45-20-20-10-5--20-20-20--10--75--18--rem-50,log,Sym-sync+,18179
g-45-20-20-10-5--20-20-20--10--75--18--rem-70,log,Sym-sync+,14290
g-45-20-20-10-5--20-20-20--10--75--19--rem-10,log,Sym-sync+,29776
g-45-20-20-10-5--20-20-20--10--75--19--rem-30,log,Sym-sync+,33369
g-45-20-20-10-5--20-20-20--10--75--19--rem-50,log,Sym-sync+,29277
g-45-20-20-10-5--20-20-20--10--75--19--rem-70,log,Sym-sync+,29444
g-45-20-20-10-5--20-20-20--10--75--1--rem-10,log,Sym-sync+,3790
g-45-20-20-10-5--20-20-20--10--75--1--rem-30,log,Sym-sync+,3167
g-45-20-20-10-5--20-20-20--10--75--1--rem-50,log,Sym-sync+,2609
g-45-20-20-10-5--20-20-20--10--75--1--rem-70,log,Sym-sync+,2420
g-45-20-20-10-5--20-20-20--10--75--20--rem-10,log,Sym-sync+,21787
g-45-20-20-10-5--20-20-20--10--75--20--rem-30,log,Sym-sync+,20460
g-45-20-20-10-5--20-20-20--10--75--20--rem-50,log,Sym-sync+,20451
g-45-20-20-10-5--20-20-20--10--75--20--rem-70,log,Sym-sync+,19203
g-45-20-20-10-5--20-20-20--10--75--21--rem-10,log,Sym-sync+,3116
g-45-20-20-10-5--20-20-20--10--75--21--rem-30,log,Sym-sync+,3224
g-45-20-20-10-5--20-20-20--10--75--21--rem-50,log,Sym-sync+,3188
g-45-20-20-10-5--20-20-20--10--75--21--rem-70,log,Sym-sync+,2775
g-45-20-20-10-5--20-20-20--10--75--22--rem-10,log,Sym-sync+,641
g-45-20-20-10-5--20-20-20--10--75--22--rem-30,log,Sym-sync+,574
g-45-20-20-10-5--20-20-20--10--75--22--rem-50,log,Sym-sync+,478
g-45-20-20-10-5--20-20-20--10--75--22--rem-70,log,Sym-sync+,507
g-45-20-20-10-5--20-20-20--10--75--23--rem-10,log,Sym-sync+,20095
g-45-20-20-10-5--20-20-20--10--75--23--rem-30,log,Sym-sync+,20278
g-45-20-20-10-5--20-20-20--10--75--23--rem-50,log,Sym-sync+,22384
g-45-20-20-10-5--20-20-20--10--75--23--rem-70,log,Sym-sync+,20311
g-45-20-20-10-5--20-20-20--10--75--24--rem-10,log,Sym-sync+,2574
g-45-20-20-10-5--20-20-20--10--75--24--rem-30,log,Sym-sync+,2711
g-45-20-20-10-5--20-20-20--10--75--24--rem-50,log,Sym-sync+,2527
g-45-20-20-10-5--20-20-20--10--75--24--rem-70,log,Sym-sync+,2158
g-45-20-20-10-5--20-20-20--10--75--25--rem-10,log,Sym-sync+,3942
g-45-20-20-10-5--20-20-20--10--75--25--rem-30,log,Sym-sync+,4546
g-45-20-20-10-5--20-20-20--10--75--25--rem-50,log,Sym-sync+,3950
g-45-20-20-10-5--20-20-20--10--75--25--rem-70,log,Sym-sync+,3391
g-45-20-20-10-5--20-20-20--10--75--26--rem-10,log,Sym-sync+,3296
g-45-20-20-10-5--20-20-20--10--75--26--rem-30,log,Sym-sync+,3555
g-45-20-20-10-5--20-20-20--10--75--26--rem-50,log,Sym-sync+,3933
g-45-20-20-10-5--20-20-20--10--75--26--rem-70,log,Sym-sync+,4714
g-45-20-20-10-5--20-20-20--10--75--27--rem-10,log,Sym-sync+,9179
g-45-20-20-10-5--20-20-20--10--75--27--rem-30,log,Sym-sync+,10396
g-45-20-20-10-5--20-20-20--10--75--27--rem-50,log,Sym-sync+,11640
g-45-20-20-10-5--20-20-20--10--75--27--rem-70,log,Sym-sync+,12272
g-45-20-20-10-5--20-20-20--10--75--28--rem-10,log,Sym-sync+,1179
g-45-20-20-10-5--20-20-20--10--75--28--rem-30,log,Sym-sync+,1210
g-45-20-20-10-5--20-20-20--10--75--28--rem-50,log,Sym-sync+,1440
g-45-20-20-10-5--20-20-20--10--75--28--rem-70,log,Sym-sync+,1452
g-45-20-20-10-5--20-20-20--10--75--29--rem-10,log,Sym-sync+,3095
g-45-20-20-10-5--20-20-20--10--75--29--rem-30,log,Sym-sync+,3057
g-45-20-20-10-5--20-20-20--10--75--29--rem-50,log,Sym-sync+,2700
g-45-20-20-10-5--20-20-20--10--75--29--rem-70,log,Sym-sync+,2458
g-45-20-20-10-5--20-20-20--10--75--2--rem-10,log,Sym-sync+,6249
g-45-20-20-10-5--20-20-20--10--75--2--rem-30,log,Sym-sync+,6265
g-45-20-20-10-5--20-20-20--10--75--2--rem-50,log,Sym-sync+,6005
g-45-20-20-10-5--20-20-20--10--75--2--rem-70,log,Sym-sync+,5375
g-45-20-20-10-5--20-20-20--10--75--30--rem-10,log,Sym-sync+,32380
g-45-20-20-10-5--20-20-20--10--75--30--rem-30,log,Sym-sync+,36005
g-45-20-20-10-5--20-20-20--10--75--30--rem-50,log,Sym-sync+,28240
g-45-20-20-10-5--20-20-20--10--75--30--rem-70,log,Sym-sync+,19093
g-45-20-20-10-5--20-20-20--10--75--3--rem-10,log,Sym-sync+,3197
g-45-20-20-10-5--20-20-20--10--75--3--rem-30,log,Sym-sync+,3499
g-45-20-20-10-5--20-20-20--10--75--3--rem-50,log,Sym-sync+,3204
g-45-20-20-10-5--20-20-20--10--75--3--rem-70,log,Sym-sync+,3225
g-45-20-20-10-5--20-20-20--10--75--4--rem-10,log,Sym-sync+,5871
g-45-20-20-10-5--20-20-20--10--75--4--rem-30,log,Sym-sync+,6798
g-45-20-20-10-5--20-20-20--10--75--4--rem-50,log,Sym-sync+,6194
g-45-20-20-10-5--20-20-20--10--75--4--rem-70,log,Sym-sync+,5997
g-45-20-20-10-5--20-20-20--10--75--5--rem-10,log,Sym-sync+,709
g-45-20-20-10-5--20-20-20--10--75--5--rem-30,log,Sym-sync+,1133
g-45-20-20-10-5--20-20-20--10--75--5--rem-50,log,Sym-sync+,1210
g-45-20-20-10-5--20-20-20--10--75--5--rem-70,log,Sym-sync+,949
g-45-20-20-10-5--20-20-20--10--75--6--rem-10,log,Sym-sync+,5692
g-45-20-20-10-5--20-20-20--10--75--6--rem-30,log,Sym-sync+,5395
g-45-20-20-10-5--20-20-20--10--75--6--rem-50,log,Sym-sync+,5609
g-45-20-20-10-5--20-20-20--10--75--6--rem-70,log,Sym-sync+,5483
g-45-20-20-10-5--20-20-20--10--75--7--rem-10,log,Sym-sync+,7282
g-45-20-20-10-5--20-20-20--10--75--7--rem-30,log,Sym-sync+,10670
g-45-20-20-10-5--20-20-20--10--75--7--rem-50,log,Sym-sync+,9851
g-45-20-20-10-5--20-20-20--10--75--7--rem-70,log,Sym-sync+,8485
g-45-20-20-10-5--20-20-20--10--75--8--rem-10,log,Sym-sync+,3309
g-45-20-20-10-5--20-20-20--10--75--8--rem-30,log,Sym-sync+,3128
g-45-20-20-10-5--20-20-20--10--75--8--rem-50,log,Sym-sync+,2764
g-45-20-20-10-5--20-20-20--10--75--8--rem-70,log,Sym-sync+,2068
g-45-20-20-10-5--20-20-20--10--75--9--rem-10,log,Sym-sync+,21591
g-45-20-20-10-5--20-20-20--10--75--9--rem-30,log,Sym-sync+,55011
g-45-20-20-10-5--20-20-20--10--75--9--rem-50,log,Sym-sync+,60000
g-45-20-20-10-5--20-20-20--10--75--9--rem-70,log,Sym-sync+,60000
g-45-20-20-10-5--20-20-20--10--25--10--add-10,log,Sym-st,630
g-45-20-20-10-5--20-20-20--10--25--10--add-30,log,Sym-st,878
g-45-20-20-10-5--20-20-20--10--25--10--add-50,log,Sym-st,1050
g-45-20-20-10-5--20-20-20--10--25--10--add-70,log,Sym-st,1266
g-45-20-20-10-5--20-20-20--10--25--10--all-10,log,Sym-st,750
g-45-20-20-10-5--20-20-20--10--25--10--all-30,log,Sym-st,1020
g-45-20-20-10-5--20-20-20--10--25--10--all-50,log,Sym-st,1095
g-45-20-20-10-5--20-20-20--10--25--10--all-70,log,Sym-st,995
g-45-20-20-10-5--20-20-20--10--25--10--rem-10,log,Sym-st,704
g-45-20-20-10-5--20-20-20--10--25--10--rem-30,log,Sym-st,589
g-45-20-20-10-5--20-20-20--10--25--10--rem-50,log,Sym-st,584
g-45-20-20-10-5--20-20-20--10--25--10--rem-70,log,Sym-st,570
g-45-20-20-10-5--20-20-20--10--25--11--add-10,log,Sym-st,873
g-45-20-20-10-5--20-20-20--10--25--11--add-30,log,Sym-st,1036
g-45-20-20-10-5--20-20-20--10--25--11--add-50,log,Sym-st,1503
g-45-20-20-10-5--20-20-20--10--25--11--add-70,log,Sym-st,1536
g-45-20-20-10-5--20-20-20--10--25--11--all-10,log,Sym-st,1049
g-45-20-20-10-5--20-20-20--10--25--11--all-30,log,Sym-st,909
g-45-20-20-10-5--20-20-20--10--25--11--all-50,log,Sym-st,1224
g-45-20-20-10-5--20-20-20--10--25--11--all-70,log,Sym-st,1164
g-45-20-20-10-5--20-20-20--10--25--11--rem-10,log,Sym-st,703
g-45-20-20-10-5--20-20-20--10--25--11--rem-30,log,Sym-st,643
g-45-20-20-10-5--20-20-20--10--25--11--rem-50,log,Sym-st,679
g-45-20-20-10-5--20-20-20--10--25--11--rem-70,log,Sym-st,594
g-45-20-20-10-5--20-20-20--10--25--12--add-10,log,Sym-st,603
g-45-20-20-10-5--20-20-20--10--25--12--add-30,log,Sym-st,563
g-45-20-20-10-5--20-20-20--10--25--12--add-50,log,Sym-st,708
g-45-20-20-10-5--20-20-20--10--25--12--add-70,log,Sym-st,690
g-45-20-20-10-5--20-20-20--10--25--12--all-10,log,Sym-st,420
g-45-20-20-10-5--20-20-20--10--25--12--all-30,log,Sym-st,555
g-45-20-20-10-5--20-20-20--10--25--12--all-50,log,Sym-st,517
g-45-20-20-10-5--20-20-20--10--25--12--all-70,log,Sym-st,544
g-45-20-20-10-5--20-20-20--10--25--12--rem-10,log,Sym-st,424
g-45-20-20-10-5--20-20-20--10--25--12--rem-30,log,Sym-st,413
g-45-20-20-10-5--20-20-20--10--25--12--rem-50,log,Sym-st,399
g-45-20-20-10-5--20-20-20--10--25--12--rem-70,log,Sym-st,385
g-45-20-20-10-5--20-20-20--10--25--13--add-10,log,Sym-st,237
g-45-20-20-10-5--20-20-20--10--25--13--add-30,log,Sym-st,256
g-45-20-20-10-5--20-20-20--10--25--13--add-50,log,Sym-st,286
g-45-20-20-10-5--20-20-20--10--25--13--add-70,log,Sym-st,328
g-45-20-20-10-5--20-20-20--10--25--13--all-10,log,Sym-st,290
g-45-20-20-10-5--20-20-20--10--25--13--all-30,log,Sym-st,231
g-45-20-20-10-5--20-20-20--10--25--13--all-50,log,Sym-st,243
g-45-20-20-10-5--20-20-20--10--25--13--all-70,log,Sym-st,284
g-45-20-20-10-5--20-20-20--10--25--13--rem-10,log,Sym-st,215
g-45-20-20-10-5--20-20-20--10--25--13--rem-30,log,Sym-st,235
g-45-20-20-10-5--20-20-20--10--25--13--rem-50,log,Sym-st,211
g-45-20-20-10-5--20-20-20--10--25--13--rem-70,log,Sym-st,277
g-45-20-20-10-5--20-20-20--10--25--14--add-10,log,Sym-st,487
g-45-20-20-10-5--20-20-20--10--25--14--add-30,log,Sym-st,361
g-45-20-20-10-5--20-20-20--10--25--14--add-50,log,Sym-st,489
g-45-20-20-10-5--20-20-20--10--25--14--add-70,log,Sym-st,537
g-45-20-20-10-5--20-20-20--10--25--14--all-10,log,Sym-st,447
g-45-20-20-10-5--20-20-20--10--25--14--all-30,log,Sym-st,371
g-45-20-20-10-5--20-20-20--10--25--14--all-50,log,Sym-st,452
g-45-20-20-10-5--20-20-20--10--25--14--all-70,log,Sym-st,433
g-45-20-20-10-5--20-20-20--10--25--14--rem-10,log,Sym-st,319
g-45-20-20-10-5--20-20-20--10--25--14--rem-30,log,Sym-st,374
g-45-20-20-10-5--20-20-20--10--25--14--rem-50,log,Sym-st,300
g-45-20-20-10-5--20-20-20--10--25--14--rem-70,log,Sym-st,310
g-45-20-20-10-5--20-20-20--10--25--15--add-10,log,Sym-st,5165
g-45-20-20-10-5--20-20-20--10--25--15--add-30,log,Sym-st,14765
g-45-20-20-10-5--20-20-20--10--25--15--add-50,log,Sym-st,32360
g-45-20-20-10-5--20-20-20--10--25--15--add-70,log,Sym-st,51100
g-45-20-20-10-5--20-20-20--10--25--15--all-10,log,Sym-st,6492
g-45-20-20-10-5--20-20-20--10--25--15--all-30,log,Sym-st,4879
g-45-20-20-10-5--20-20-20--10--25--15--all-50,log,Sym-st,9291
g-45-20-20-10-5--20-20-20--10--25--15--all-70,log,Sym-st,24092
g-45-20-20-10-5--20-20-20--10--25--15--rem-10,log,Sym-st,4989
g-45-20-20-10-5--20-20-20--10--25--15--rem-30,log,Sym-st,4069
g-45-20-20-10-5--20-20-20--10--25--15--rem-50,log,Sym-st,5205
g-45-20-20-10-5--20-20-20--10--25--15--rem-70,log,Sym-st,7165
g-45-20-20-10-5--20-20-20--10--25--16--add-10,log,Sym-st,799
g-45-20-20-10-5--20-20-20--10--25--16--add-30,log,Sym-st,1053
g-45-20-20-10-5--20-20-20--10--25--16--add-50,log,Sym-st,1136
g-45-20-20-10-5--20-20-20--10--25--16--add-70,log,Sym-st,1753
g-45-20-20-10-5--20-20-20--10--25--16--all-10,log,Sym-st,832
g-45-20-20-10-5--20-20-20--10--25--16--all-30,log,Sym-st,792
g-45-20-20-10-5--20-20-20--10--25--16--all-50,log,Sym-st,1121
g-45-20-20-10-5--20-20-20--10--25--16--all-70,log,Sym-st,960
g-45-20-20-10-5--20-20-20--10--25--16--rem-10,log,Sym-st,802
g-45-20-20-10-5--20-20-20--10--25--16--rem-30,log,Sym-st,693
g-45-20-20-10-5--20-20-20--10--25--16--rem-50,log,Sym-st,633
g-45-20-20-10-5--20-20-20--10--25--16--rem-70,log,Sym-st,745
g-45-20-20-10-5--20-20-20--10--25--17--add-10,log,Sym-st,499
g-45-20-20-10-5--20-20-20--10--25--17--add-30,log,Sym-st,572
g-45-20-20-10-5--20-20-20--10--25--17--add-50,log,Sym-st,598
g-45-20-20-10-5--20-20-20--10--25--17--add-70,log,Sym-st,858
g-45-20-20-10-5--20-20-20--10--25--17--all-10,log,Sym-st,485
g-45-20-20-10-5--20-20-20--10--25--17--all-30,log,Sym-st,619
g-45-20-20-10-5--20-20-20--10--25--17--all-50,log,Sym-st,585
g-45-20-20-10-5--20-20-20--10--25--17--all-70,log,Sym-st,509
g-45-20-20-10-5--20-20-20--10--25--17--rem-10,log,Sym-st,413
g-45-20-20-10-5--20-20-20--10--25--17--rem-30,log,Sym-st,446
g-45-20-20-10-5--20-20-20--10--25--17--rem-50,log,Sym-st,407
g-45-20-20-10-5--20-20-20--10--25--17--rem-70,log,Sym-st,440
g-45-20-20-10-5--20-20-20--10--25--18--add-10,log,Sym-st,2024
g-45-20-20-10-5--20-20-20--10--25--18--add-30,log,Sym-st,2480
g-45-20-20-10-5--20-20-20--10--25--18--add-50,log,Sym-st,3318
g-45-20-20-10-5--20-20-20--10--25--18--add-70,log,Sym-st,3970
g-45-20-20-10-5--20-20-20--10--25--18--all-10,log,Sym-st,1785
g-45-20-20-10-5--20-20-20--10--25--18--all-30,log,Sym-st,1754
g-45-20-20-10-5--20-20-20--10--25--18--all-50,log,Sym-st,2423
g-45-20-20-10-5--20-20-20--10--25--18--all-70,log,Sym-st,2090
g-45-20-20-10-5--20-20-20--10--25--18--rem-10,log,Sym-st,1941
g-45-20-20-10-5--20-20-20--10--25--18--rem-30,log,Sym-st,1766
g-45-20-20-10-5--20-20-20--10--25--18--rem-50,log,Sym-st,1988
g-45-20-20-10-5--20-20-20--10--25--18--rem-70,log,Sym-st,1821
g-45-20-20-10-5--20-20-20--10--25--19--add-10,log,Sym-st,614
g-45-20-20-10-5--20-20-20--10--25--19--add-30,log,Sym-st,493
g-45-20-20-10-5--20-20-20--10--25--19--add-50,log,Sym-st,665
g-45-20-20-10-5--20-20-20--10--25--19--add-70,log,Sym-st,722
g-45-20-20-10-5--20-20-20--10--25--19--all-10,log,Sym-st,393
g-45-20-20-10-5--20-20-20--10--25--19--all-30,log,Sym-st,453
g-45-20-20-10-5--20-20-20--10--25--19--all-50,log,Sym-st,541
g-45-20-20-10-5--20-20-20--10--25--19--all-70,log,Sym-st,566
g-45-20-20-10-5--20-20-20--10--25--19--rem-10,log,Sym-st,365
g-45-20-20-10-5--20-20-20--10--25--19--rem-30,log,Sym-st,374
g-45-20-20-10-5--20-20-20--10--25--19--rem-50,log,Sym-st,448
g-45-20-20-10-5--20-20-20--10--25--19--rem-70,log,Sym-st,447
g-45-20-20-10-5--20-20-20--10--25--1--add-10,log,Sym-st,568
g-45-20-20-10-5--20-20-20--10--25--1--add-30,log,Sym-st,738
g-45-20-20-10-5--20-20-20--10--25--1--add-50,log,Sym-st,723
g-45-20-20-10-5--20-20-20--10--25--1--add-70,log,Sym-st,938
g-45-20-20-10-5--20-20-20--10--25--1--all-10,log,Sym-st,733
g-45-20-20-10-5--20-20-20--10--25--1--all-30,log,Sym-st,538
g-45-20-20-10-5--20-20-20--10--25--1--all-50,log,Sym-st,551
g-45-20-20-10-5--20-20-20--10--25--1--all-70,log,Sym-st,776
g-45-20-20-10-5--20-20-20--10--25--1--rem-10,log,Sym-st,516
g-45-20-20-10-5--20-20-20--10--25--1--rem-30,log,Sym-st,617
g-45-20-20-10-5--20-20-20--10--25--1--rem-50,log,Sym-st,654
g-45-20-20-10-5--20-20-20--10--25--1--rem-70,log,Sym-st,621
g-45-20-20-10-5--20-20-20--10--25--20--add-10,log,Sym-st,364
g-45-20-20-10-5--20-20-20--10--25--20--add-30,log,Sym-st,654
g-45-20-20-10-5--20-20-20--10--25--20--add-50,log,Sym-st,604
g-45-20-20-10-5--20-20-20--10--25--20--add-70,log,Sym-st,763
g-45-20-20-10-5--20-20-20--10--25--20--all-10,log,Sym-st,547
g-45-20-20-10-5--20-20-20--10--25--20--all-30,log,Sym-st,476
g-45-20-20-10-5--20-20-20--10--25--20--all-50,log,Sym-st,470
g-45-20-20-10-5--20-20-20--10--25--20--all-70,log,Sym-st,400
g-45-20-20-10-5--20-20-20--10--25--20--rem-10,log,Sym-st,486
g-45-20-20-10-5--20-20-20--10--25--20--rem-30,log,Sym-st,443
g-45-20-20-10-5--20-20-20--10--25--20--rem-50,log,Sym-st,357
g-45-20-20-10-5--20-20-20--10--25--20--rem-70,log,Sym-st,272
g-45-20-20-10-5--20-20-20--10--25--21--add-10,log,Sym-st,839
g-45-20-20-10-5--20-20-20--10--25--21--add-30,log,Sym-st,927
g-45-20-20-10-5--20-20-20--10--25--21--add-50,log,Sym-st,1142
g-45-20-20-10-5--20-20-20--10--25--21--add-70,log,Sym-st,1357
g-45-20-20-10-5--20-20-20--10--25--21--all-10,log,Sym-st,803
g-45-20-20-10-5--20-20-20--10--25--21--all-30,log,Sym-st,765
g-45-20-20-10-5--20-20-20--10--25--21--all-50,log,Sym-st,899
g-45-20-20-10-5--20-20-20--10--25--21--all-70,log,Sym-st,1125
g-45-20-20-10-5--20-20-20--10--25--21--rem-10,log,Sym-st,787
g-45-20-20-10-5--20-20-20--10--25--21--rem-30,log,Sym-st,772
g-45-20-20-10-5--20-20-20--10--25--21--rem-50,log,Sym-st,941
g-45-20-20-10-5--20-20-20--10--25--21--rem-70,log,Sym-st,762
g-45-20-20-10-5--20-20-20--10--25--22--add-10,log,Sym-st,328
g-45-20-20-10-5--20-20-20--10--25--22--add-30,log,Sym-st,308
g-45-20-20-10-5--20-20-20--10--25--22--add-50,log,Sym-st,323
g-45-20-20-10-5--20-20-20--10--25--22--add-70,log,Sym-st,329
g-45-20-20-10-5--20-20-20--10--25--22--all-10,log,Sym-st,212
g-45-20-20-10-5--20-20-20--10--25--22--all-30,log,Sym-st,193
g-45-20-20-10-5--20-20-20--10--25--22--all-50,log,Sym-st,244
g-45-20-20-10-5--20-20-20--10--25--22--all-70,log,Sym-st,291
g-45-20-20-10-5--20-20-20--10--25--22--rem-10,log,Sym-st,239
g-45-20-20-10-5--20-20-20--10--25--22--rem-30,log,Sym-st,334
g-45-20-20-10-5--20-20-20--10--25--22--rem-50,log,Sym-st,231
g-45-20-20-10-5--20-20-20--10--25--22--rem-70,log,Sym-st,228
g-45-20-20-10-5--20-20-20--10--25--23--add-10,log,Sym-st,378
g-45-20-20-10-5--20-20-20--10--25--23--add-30,log,Sym-st,341
g-45-20-20-10-5--20-20-20--10--25--23--add-50,log,Sym-st,433
g-45-20-20-10-5--20-20-20--10--25--23--add-70,log,Sym-st,595
g-45-20-20-10-5--20-20-20--10--25--23--all-10,log,Sym-st,361
g-45-20-20-10-5--20-20-20--10--25--23--all-30,log,Sym-st,342
g-45-20-20-10-5--20-20-20--10--25--23--all-50,log,Sym-st,387
g-45-20-20-10-5--20-20-20--10--25--23--all-70,log,Sym-st,460
g-45-20-20-10-5--20-20-20--10--25--23--rem-10,log,Sym-st,413
g-45-20-20-10-5--20-20-20--10--25--23--rem-30,log,Sym-st,407
g-45-20-20-10-5--20-20-20--10--25--23--rem-50,log,Sym-st,335
g-45-20-20-10-5--20-20-20--10--25--23--rem-70,log,Sym-st,313
g-45-20-20-10-5--20-20-20--10--25--24--add-10,log,Sym-st,370
g-45-20-20-10-5--20-20-20--10--25--24--add-30,log,Sym-st,473
g-45-20-20-10-5--20-20-20--10--25--24--add-50,log,Sym-st,496
g-45-20-20-10-5--20-20-20--10--25--24--add-70,log,Sym-st,594
g-45-20-20-10-5--20-20-20--10--25--24--all-10,log,Sym-st,468
g-45-20-20-10-5--20-20-20--10--25--24--all-30,log,Sym-st,471
g-45-20-20-10-5--20-20-20--10--25--24--all-50,log,Sym-st,499
g-45-20-20-10-5--20-20-20--10--25--24--all-70,log,Sym-st,422
g-45-20-20-10-5--20-20-20--10--25--24--rem-10,log,Sym-st,487
g-45-20-20-10-5--20-20-20--10--25--24--rem-30,log,Sym-st,425
g-45-20-20-10-5--20-20-20--10--25--24--rem-50,log,Sym-st,421
g-45-20-20-10-5--20-20-20--10--25--24--rem-70,log,Sym-st,442
g-45-20-20-10-5--20-20-20--10--25--25--add-10,log,Sym-st,1639
g-45-20-20-10-5--20-20-20--10--25--25--add-30,log,Sym-st,2006
g-45-20-20-10-5--20-20-20--10--25--25--add-50,log,Sym-st,2525
g-45-20-20-10-5--20-20-20--10--25--25--add-70,log,Sym-st,3354
g-45-20-20-10-5--20-20-20--10--25--25--all-10,log,Sym-st,1424
g-45-20-20-10-5--20-20-20--10--25--25--all-30,log,Sym-st,1965
g-45-20-20-10-5--20-20-20--10--25--25--all-50,log,Sym-st,1896
g-45-20-20-10-5--20-20-20--10--25--25--all-70,log,Sym-st,1599
g-45-20-20-10-5--20-20-20--10--25--25--rem-10,log,Sym-st,1363
g-45-20-20-10-5--20-20-20--10--25--25--rem-30,log,Sym-st,1080
g-45-20-20-10-5--20-20-20--10--25--25--rem-50,log,Sym-st,1092
g-45-20-20-10-5--20-20-20--10--25--25--rem-70,log,Sym-st,994
g-45-20-20-10-5--20-20-20--10--25--26--add-10,log,Sym-st,749
g-45-20-20-10-5--20-20-20--10--25--26--add-30,log,Sym-st,947
g-45-20-20-10-5--20-20-20--10--25--26--add-50,log,Sym-st,1071
g-45-20-20-10-5--20-20-20--10--25--26--add-70,log,Sym-st,1286
g-45-20-20-10-5--20-20-20--10--25--26--all-10,log,Sym-st,589
g-45-20-20-10-5--20-20-20--10--25--26--all-30,log,Sym-st,852
g-45-20-20-10-5--20-20-20--10--25--26--all-50,log,Sym-st,877
g-45-20-20-10-5--20-20-20--10--25--26--all-70,log,Sym-st,759
g-45-20-20-10-5--20-20-20--10--25--26--rem-10,log,Sym-st,519
g-45-20-20-10-5--20-20-20--10--25--26--rem-30,log,Sym-st,615
g-45-20-20-10-5--20-20-20--10--25--26--rem-50,log,Sym-st,551
g-45-20-20-10-5--20-20-20--10--25--26--rem-70,log,Sym-st,520
g-45-20-20-10-5--20-20-20--10--25--27--add-10,log,Sym-st,1028
g-45-20-20-10-5--20-20-20--10--25--27--add-30,log,Sym-st,1216
g-45-20-20-10-5--20-20-20--10--25--27--add-50,log,Sym-st,1329
g-45-20-20-10-5--20-20-20--10--25--27--add-70,log,Sym-st,1787
g-45-20-20-10-5--20-20-20--10--25--27--all-10,log,Sym-st,931
g-45-20-20-10-5--20-20-20--10--25--27--all-30,log,Sym-st,1309
g-45-20-20-10-5--20-20-20--10--25--27--all-50,log,Sym-st,1461
g-45-20-20-10-5--20-20-20--10--25--27--all-70,log,Sym-st,1325
g-45-20-20-10-5--20-20-20--10--25--27--rem-10,log,Sym-st,1152
g-45-20-20-10-5--20-20-20--10--25--27--rem-30,log,Sym-st,1003
g-45-20-20-10-5--20-20-20--10--25--27--rem-50,log,Sym-st,881
g-45-20-20-10-5--20-20-20--10--25--27--rem-70,log,Sym-st,886
g-45-20-20-10-5--20-20-20--10--25--28--add-10,log,Sym-st,457
g-45-20-20-10-5--20-20-20--10--25--28--add-30,log,Sym-st,554
g-45-20-20-10-5--20-20-20--10--25--28--add-50,log,Sym-st,703
g-45-20-20-10-5--20-20-20--10--25--28--add-70,log,Sym-st,749
g-45-20-20-10-5--20-20-20--10--25--28--all-10,log,Sym-st,455
g-45-20-20-10-5--20-20-20--10--25--28--all-30,log,Sym-st,437
g-45-20-20-10-5--20-20-20--10--25--28--all-50,log,Sym-st,534
g-45-20-20-10-5--20-20-20--10--25--28--all-70,log,Sym-st,621
g-45-20-20-10-5--20-20-20--10--25--28--rem-10,log,Sym-st,428
g-45-20-20-10-5--20-20-20--10--25--28--rem-30,log,Sym-st,397
g-45-20-20-10-5--20-20-20--10--25--28--rem-50,log,Sym-st,416
g-45-20-20-10-5--20-20-20--10--25--28--rem-70,log,Sym-st,430
g-45-20-20-10-5--20-20-20--10--25--29--add-10,log,Sym-st,973
g-45-20-20-10-5--20-20-20--10--25--29--add-30,log,Sym-st,1188
g-45-20-20-10-5--20-20-20--10--25--29--add-50,log,Sym-st,1434
g-45-20-20-10-5--20-20-20--10--25--29--add-70,log,Sym-st,1741
g-45-20-20-10-5--20-20-20--10--25--29--all-10,log,Sym-st,1181
g-45-20-20-10-5--20-20-20--10--25--29--all-30,log,Sym-st,982
g-45-20-20-10-5--20-20-20--10--25--29--all-50,log,Sym-st,1331
g-45-20-20-10-5--20-20-20--10--25--29--all-70,log,Sym-st,1237
g-45-20-20-10-5--20-20-20--10--25--29--rem-10,log,Sym-st,891
g-45-20-20-10-5--20-20-20--10--25--29--rem-30,log,Sym-st,895
